,_id,tweet_id,tweet,image_url,s3_url,tweet_url,user_id,timestamp_of_creation,language,reply,repost,timestamp_of_scraping,type,search,content_type,conversation_id,date,geo,hashtags,likes_count,mentions,name,near,place,quote_url,replies_count,retweet_date,retweet_id,retweets_count,source,time,timezone,trans_dest,trans_src,translate,urls,user_rt,user_rt_id,username,video,date_created,time_created
505272,61dbe83d131f648ca71d550f,1033687628405587968,@Ninichinismamma @SaraSengupta @Jisshusengupta @srijitspeaketh @srabantismile @anjandutt @sayantika12 @iammony @SVFsocial Most welcome 😊,[],,https://twitter.com/Madhu_Saarkar/status/1033687628405587968,1005533918605393920,2018-08-26 17:38:30 IST,en,"[{'screen_name': 'Ninichinismamma', 'name': 'Nilanjanaa Senguptaa 🇮🇳', 'id': '78671213'}, {'screen_name': 'SaraSengupta', 'name': 'Sara Sengupta', 'id': '868859661079912448'}, {'screen_name': 'Jisshusengupta', 'name': 'Jisshu U Sengupta', 'id': '474883552'}, {'screen_name': 'srijitspeaketh', 'name': 'Srijit Mukherji', 'id': '379198067'}, {'screen_name': 'srabantismile', 'name': 'Srabanti', 'id': '320040089'}, {'screen_name': 'anjandutt', 'name': 'anjan dutt', 'id': '3153140256'}, {'screen_name': 'sayantika12', 'name': 'Sayantika Banerjee', 'id': '551119301'}, {'screen_name': 'iammony', 'name': 'Mahendra Soni', 'id': '46788715'}, {'screen_name': 'SVFsocial', 'name': 'SVF', 'id': '17725688'}]",False,20220110133309,reply,Ninichinismamma,text,1033687327967653888,,,[],0.0,[],𝓜𝓪𝓭𝓱𝓾𝓻𝓲𝓶𝓪 𝓢𝓪𝓻𝓴𝓪𝓻,,,,0.0,,,0.0,,,+0530,,,,[],,,madhu_saarkar,0.0,2018-08-26,17:38:30
25867,61c0342fe7958c0f42f017fa,1269334612402200576,Lmfaoooooooo why’d he call me a whore when I responded but didn’t say shxt to you? 😂😂😂😂😂😂😂😂😂😂😂😂,[],,https://twitter.com/jimscreechiie/status/1269334612402200576,1124501439081000961,2020-06-06 23:55:29 IST,en,[],False,20211220131343,keyword,whore,text,1269334612402200576,,,[],1.0,[],jimscreechiie,,,https://twitter.com/_GKMB/status/1268943607622512642,2.0,,,0.0,,,+0530,,,,[],,,jimscreechiie,0.0,2020-06-06,23:55:29
522658,61dc0b6d11ae5ace4fb5284d,1465719463945244677,@hegdepooja Good night Pooja,[],,https://twitter.com/rajendrashanbh4/status/1465719463945244677,1101459708622323712,2021-11-30 21:58:46 IST,en,"[{'screen_name': 'hegdepooja', 'name': 'Pooja Hegde', 'id': '59425706'}]",False,20220110160317,reply,hegdepooja,text,1465669553216622597,,,[],0.0,[],rajendra shanbhag,,,,0.0,,,0.0,,,+0530,,,,[],,,rajendrashanbh4,0.0,2021-11-30,21:58:46
393140,61cc2ed4ba0f5199e4b2d483,1271100084713742340,"@RadaCristhna Based on testimonies, kavignar has been on a molesting spree for decades. He flat out denied; called us liars. If he had irrefutable evidence for innocence he could have filed a defamation; even then he is an MJ Akbar. Sex offenders incorporated; you love the offenders anyway.",[],,https://twitter.com/Chinmayi/status/1271100084713742340,8443752,2020-06-11 20:50:50 IST,en,"[{'screen_name': 'Radacristhna', 'name': 'CommonSenseON...🌎🌍🌏', 'id': '811069062218334208'}]",False,20211229151804,handle,Chinmayi,text,1269487012135895041,,,[],94.0,[],Chinmayi Sripaada,,,,2.0,,,7.0,,,+0530,,,,[],,,chinmayi,0.0,2020-06-11,20:50:50
684926,61dfd45871efe70aed9c765d,1086963654094917632,@iamMadhuShalini Awesome.....in my fav color.  Excellent pose n click....,[],,https://twitter.com/noor_sbnv/status/1086963654094917632,200791169,2019-01-20 17:58:24 IST,en,"[{'screen_name': 'iamMadhuShalini', 'name': 'MADHU SHALINI', 'id': '111093944'}]",False,20220113125720,reply,iamMadhuShalini,text,1086905510375219200,,,[],0.0,[],Noor,,,,0.0,,,0.0,,,+0530,,,,[],,,noor_sbnv,0.0,2019-01-20,17:58:24
511782,61dbfb1111ae5ace4fb4fdd1,1402933470683222025,@SamyukthaHegde Helloooo meeeshaaa !!,[],,https://twitter.com/theesmarkhanFan/status/1402933470683222025,949685547974275072,2021-06-10 15:49:39 IST,en,"[{'screen_name': 'SamyukthaHegde', 'name': 'Samyuktha Hegde', 'id': '716503250329993216'}]",False,20220110145329,reply,SamyukthaHegde,text,1402933223999426567,,,[],0.0,[],Praveer,,,,0.0,,,0.0,,,+0530,,,,[],,,theesmarkhanfan,0.0,2021-06-10,15:49:39
445392,61d5cfb67b77dfb5f288766d,1474080978788225028,"@ReallySwara Dear @ReallySwara, I can show u numerous incidents where hindus got lyn¢hed by Mu$lim mob, but I haven't seen u raising voice for them, why? Why r u so biased?  I hv'nt seen u, raising ur voice even once against Raj govt, whr incidents against Daliya are highest in India, Why?",[],,https://twitter.com/Indiakibari/status/1474080978788225028,3036839592,2021-12-23 23:44:27 IST,en,"[{'screen_name': 'ReallySwara', 'name': 'Swara Bhasker', 'id': '1546101560'}]",False,20220105223454,reply,ReallySwara,text,1474063326430711832,,,[],0.0,"[{'screen_name': 'reallyswara', 'name': 'swara bhasker', 'id': '1546101560'}]",टोंटीस्टाइन,,,,0.0,,,0.0,,,+0530,,,,[],,,indiakibari,0.0,2021-12-23,23:44:27
330426,61cbf1cd2be4b54bb8306c74,1406117251699204099,Left one is not a journalist and other two are self proclaimed journalists .. wish they are jailed for even 9 days for spreading fake news deliberately  https://t.co/FJ5xmP3N22,['https://pbs.twimg.com/media/E4OIL73UUAYfOub.jpg'],https://s3.ap-south-1.amazonaws.com/ogbv.tattle.co.in/8bb086e9-acda-4f83-ab11-fc4fbcf881dd,https://twitter.com/ExSecular/status/1406117251699204099,51310666,2021-06-19 10:40:51 IST,en,[],False,20211229105741,handle,ExSecular,image,1406117251699204099,,,[],3404.0,[],exsecular,,,,110.0,,,767.0,,,+0530,,,,[],,,exsecular,1.0,2021-06-19,10:40:51
595318,61dd47b5a46a0340e21d941e,1257350267483426817,@bani_j @4moreshotspls Again i ll watch From starting season 1,[],,https://twitter.com/neha_ksh16/status/1257350267483426817,1245726098245054464,2020-05-04 22:13:58 IST,en,"[{'screen_name': 'bani_j', 'name': 'Bani J⚡️', 'id': '29951362'}, {'screen_name': '4moreshotspls', 'name': '4moreshotspls', 'id': '1067826387761995777'}]",False,20220111143245,reply,bani_j,text,1250829967438446592,,,[],0.0,[],Sneha Jawanjal,,,,0.0,,,0.0,,,+0530,,,,[],,,neha_ksh16,0.0,2020-05-04,22:13:58
719115,61dfe83ae7dfd99c9f9fa3d8,1410670509113581570,@jonitamusic @kebajer @YouTubeIndia Loved it @jonitamusic !,[],,https://twitter.com/iVigneshSuresh/status/1410670509113581570,59047875,2021-07-02 00:13:53 IST,en,"[{'screen_name': 'jonitamusic', 'name': 'Jonita', 'id': '327687597'}, {'screen_name': 'kebajer', 'name': 'Keba Jeremiah', 'id': '90812874'}, {'screen_name': 'YouTubeIndia', 'name': 'YouTube India', 'id': '180380465'}]",False,20220113142210,reply,jonitamusic,text,1410670005444911109,,,[],1.0,"[{'screen_name': 'jonitamusic', 'name': 'jonita', 'id': '327687597'}]",Vignesh Suresh | விக்னேஷ் ಸುರೇಶ್,,,,0.0,,,0.0,,,+0530,,,,[],,,ivigneshsuresh,0.0,2021-07-02,00:13:53
185266,61caadfc9eee166c2475843a,1405565598453571585,Saste nashe karne ke side effects,[],,https://twitter.com/tablighi_mian/status/1405565598453571585,95653635,2021-06-17 22:08:47 IST,en,[],False,20211228115604,handle,tablighi_mian,text,1405565598453571585,,,[],0.0,[],Tablighi mian,,,https://twitter.com/VishalDadlani/status/1405489555898130442,0.0,,,0.0,,,+0530,,,,[],,,tablighi_mian,0.0,2021-06-17,22:08:47
383946,61cc29b7347401f9a114f956,1395804461457674240,@peace_4_every_1 @abbzz_huss @SameeraKhan fearful of things that dont really exist or have any chance of happening. Indias hindu and sikh &amp; bhudhist population is massive. They far outnumber muslim..so there will never be shariah law takeover in india. Also india muslims are also among most secular..&amp; are world renowned,[],,https://twitter.com/GopYouKnowMe/status/1395804461457674240,949685231052820482,2021-05-21 23:41:31 IST,en,"[{'screen_name': 'peace_4_every_1', 'name': 'Incognito.global.Protagonist', 'id': '104700416'}, {'screen_name': 'abbzz_huss', 'name': 'Abid 🇵🇸', 'id': '1293107320742871042'}, {'screen_name': 'SameeraKhan', 'name': 'sameera khan', 'id': '116363549'}]",False,20211229145615,keyword,secular,text,1393736846295830529,,,[],0.0,[],👻 Ghost Of the GOP 👻,,,,3.0,,,0.0,,,+0530,,,,[],,,gopyouknowme,0.0,2021-05-21,23:41:31
680637,61dfd1e0546338b7cb761e8f,1392813929647247363,"@tiscatime @aditmehtaa @RaveenaPatel If you are still need. Please send details, my wife is ready to feed her.",[],,https://twitter.com/Rohitku13352097/status/1392813929647247363,1071574774009098240,2021-05-13 17:38:12 IST,en,"[{'screen_name': 'tiscatime', 'name': '.', 'id': '124382464'}, {'screen_name': 'aditmehtaa', 'name': 'Adit Mehta', 'id': '2582500742'}, {'screen_name': 'RaveenaPatel', 'name': 'raveena patel', 'id': '286830080'}]",False,20220113124648,reply,tiscatime,text,1392572732127080448,,,[],1.0,[],Rohit kumar,,,,0.0,,,0.0,,,+0530,,,,[],,,rohitku13352097,0.0,2021-05-13,17:38:12
320226,61cbee3b190a52aaeb8007e4,1215482691967078400,"Shocking, but not surprising. Gujarat police has distinguished itself by its indifference to human life especially if Dalit and female. Shame. We demand an immediate response.",[],,https://twitter.com/cynstepin/status/1215482691967078400,86010326,2020-01-10 09:27:10 IST,en,[],False,20211229104227,handle,cynstepin,text,1215482691967078400,,,[],2.0,[],Cynthia Stephen,,,https://twitter.com/BrindaAdige/status/1215283368226484225,1.0,,,0.0,,,+0530,,,,[],,,cynstepin,0.0,2020-01-10,09:27:10
608321,61dd4d261a978dfeefb1361e,1363848565345292298,@SimrankMundi You are delightful . Phenomenal unbelievable and beyond beautiful.,[],,https://twitter.com/Indian699877802/status/1363848565345292298,1308058047302922240,2021-02-22 19:20:11 IST,en,"[{'screen_name': 'SimrankMundi', 'name': 'Simran Kaur Mundi', 'id': '448014275'}]",False,20220111145558,reply,SimrankMundi,text,1363848133290123264,,,[],0.0,[],Rakesh,,,,0.0,,,0.0,,,+0530,,,,[],,,indian699877802,0.0,2021-02-22,19:20:11
379999,61cc287be2916442f00595a4,1369264623623561217,He was a kid!!! In school... 7th Std student... A pissfull family killed him...,[],,https://twitter.com/MansiChauhan30/status/1369264623623561217,1428633402,2021-03-09 18:01:40 IST,en,[],False,20211229145059,keyword,pissfull,text,1369264623623561217,,,[],15.0,[],Rah(dhe) Kanha,,,https://twitter.com/fundianabones/status/1369220843511762947,2.0,,,3.0,,,+0530,,,,[],,,mansichauhan30,0.0,2021-03-09,18:01:40
363239,61cc05d9acb945827e202746,1388778611709145088,Felt like making a cartoon again  https://t.co/xhMW8qkV03,['https://pbs.twimg.com/media/E0XuyJiVUAI1Oob.jpg'],https://s3.ap-south-1.amazonaws.com/ogbv.tattle.co.in/ec6dd64e-eb30-4bb2-9e33-2970835b2b79,https://twitter.com/salonayyy/status/1388778611709145088,889414427786825728,2021-05-02 14:23:17 IST,en,[],False,20211229122313,handle,salonayyy,image,1388778611709145088,,,[],1295.0,[],Saloni Gaur,,,,16.0,,,94.0,,,+0530,,,,[],,,salonayyy,1.0,2021-05-02,14:23:17
390685,61cc2d7954c87a43c8ec3072,1420066625949028356,@himantabiswa Bunch of rice bags are responsible for this,[],,https://twitter.com/sandeeparya4u/status/1420066625949028356,35730043,2021-07-27 22:30:41 IST,en,"[{'screen_name': 'himantabiswa', 'name': 'Himanta Biswa Sarma', 'id': '131188226'}]",False,20211229151217,keyword,Rice bags,text,1420053374859321347,,,[],0.0,[],संदीप पांडे🚩,,,,0.0,,,0.0,,,+0530,,,,[],,,sandeeparya4u,0.0,2021-07-27,22:30:41
406492,61cc3346d6906c4b0802391e,1393125782638239744,@hotsas77 @mclarty68349525 @doctorsoumya @WHO @scroll_in lack of education is also a ploy of congress who do that intentionally its a way to be corrupt make people uneducated there should be free education and healthcare in India and that is not publics duty to do that,[],,https://twitter.com/kumarikumari333/status/1393125782638239744,75780723,2021-05-14 14:17:24 IST,en,"[{'screen_name': 'hotsas77', 'name': 'Sarah', 'id': '1246427896262144000'}, {'screen_name': 'mclarty68349525', 'name': 'mclarty', 'id': '1053371381809786881'}, {'screen_name': 'doctorsoumya', 'name': 'Soumya Swaminathan', 'id': '2855536962'}, {'screen_name': 'WHO', 'name': 'World Health Organization (WHO)', 'id': '14499829'}, {'screen_name': 'scroll_in', 'name': 'scroll.in', 'id': '414946220'}]",False,20211229153702,handle,kumarikumari333,text,1391783186926084098,,,[],0.0,[],tera bhaap,,,,0.0,,,0.0,,,+0530,,,,[],,,kumarikumari333,0.0,2021-05-14,14:17:24
378307,61cc27ea72d32ffd80e36162,1474766509813739521,@ODDSbible Post the original you scumbags  https://t.co/1aGD4WayKm,['https://pbs.twimg.com/media/FHdsUjYWYAMAKJD.jpg'],https://s3.ap-south-1.amazonaws.com/ogbv.tattle.co.in/194461fe-a30e-4a79-ac39-68edcf8107a8,https://twitter.com/__makaa/status/1474766509813739521,513692211,2021-12-25 21:08:30 IST,en,"[{'screen_name': 'ODDSbible', 'name': 'ODDSbible', 'id': '458638776'}]",False,20211229144834,keyword,scumbags,image,1474673774515523587,,,[],1.0,[],Mr Inevitable🍣,,,,0.0,,,0.0,,,+0530,,,,[],,,__makaa,1.0,2021-12-25,21:08:30
651613,61dfc3af381ccca3ef999a8a,1298096085395574784,@IamDeepaMehta nishith.creation@gmail.com,[],,https://twitter.com/nishithray8121/status/1298096085395574784,3249854406,2020-08-25 08:43:18 IST,en,"[{'screen_name': 'IamDeepaMehta', 'name': 'Deepa Mehta', 'id': '404158121'}]",False,20220113114615,reply,IamDeepaMehta,text,1297977896137629698,,,[],0.0,[],Nishith sahasransu Ray,,,,0.0,,,0.0,,,+0530,,,,[],,,nishithray8121,0.0,2020-08-25,08:43:18
