,_id,tweet_id,tweet,image_url,content_type,language
455196,61d5df887b77dfb5f2889cb9,1457875118319751171,@Amala_ams You’re damn adorable 🥰,[],text,en
407107,61cc33bd565b16b70b1094ec,1366189424438992897,Such posters on Kolkata roads this morning ...  Valid question  https://t.co/kmYTkdPA7q,['https://pbs.twimg.com/media/EvWuCQ2VcAAycC6.jpg'],image,en
344406,61cbf9f5559a4dfe31d83739,1212795545011380224,@muzafarnagarpol But you did say and I quote “It is too obvious that the article is lopsided-primarily based on one individual’s version who has declared political affiliations”. You have pointed out the “political affiliations” of that individual yourself. How is that ‘twisting’?,[],text,en
200943,61cab5f1d94c38b90d83107a,1332223082866429952,"""It looks the way a good night out feels, but this cover’s brilliance is about more than just its evocative beauty.""   Exquisite Cadavers is coming to the US/Canada this month, and here, @BalitCarmen's work of art that's the book cover gets attention:  https://t.co/gxpv0dpXek",[],text,en
348528,61cbfc1a5e8638c8e9d4ccb5,1211848333649575937,"As 2020 dawns, these are the views of international opinion-makers on India:",[],text,en
337982,61cbf5df9265885bc35f106f,1391531027785416706,"If you're able to chip in and support Shane, please do!",[],text,en
4255,619dc231cb0b2af5f82841d8,1128169129867862025,@RKRadhakrishn Wow . Look who speaks about venom and hate .... this charlatan  lol irony of sorts,[],text,en
341798,61cbf8b0559a4dfe31d83387,1264888399996968969,"DC, Gurgaon kind of bureaucrats will ensure businesses die altogether by not allowing free movement. For how long does he intend to keep the borders sealed? A couple of years? Because the virus is here to stay.",[],text,en
438765,61d5c1ea7b77dfb5f2885c8a,1368800673689698305,@IJaising On bail due to health reasons,[],text,en
379794,61cc2872347401f9a114f654,1353407872600829952,"@owazo @NGSuperEagles @Waspapping_ @AfamDeluxo That's actually a personal decision for any Muslim...but really if we are going to be rationale.. Its a secular country, you're not asked to drink the beer..its a sponsorship, its part of tolerance and mutual respect for other peoples beliefs. This life is not hard.",[],text,en
121933,61c2339f9249cc93bbd56f59,1397574345464053760,@IshitaJoshi For money n land see how few people have screwed up this world.. They may not be even 0.0000001% of world population but they have done damage that rest will take lifetime to repair.. It is so crazy.. 😕,[],text,en
414921,61d58af87b77dfb5f287ff66,1352455721518985218,@shaziailmi This is the only way she can sit on a traitor channel and save her job.,[],text,en
84749,61c1e28d837af577b2930977,1363497978091085834,@RMCpost @TimesNow @khanumarfa @_sabanaqvi @RanaAyyub @republic @IndiaToday @narendramodi But back home we cannot think  Because SICKULAR was added by 42nd Amendment.  FIRST right on resources.,[],text,en
311367,61cb68964dbecc3f5ce9bddc,1342818290599559168,@priyapyadav18 Their party will break on farmers issue &amp; each will call other anti national tukde bla bla bla,[],text,en
10455,61a4a72cb6dddaaa187ac73e,1345779349492912128,"Many had asked for a Paperback copy of #unwedding   Glad to inform you that the paperback is now available in India, in Amazon    https://t.co/IRMzPknpab  Do buy your copy and RT so as to reach others for whom this book could be helpful  #divorce #498a #motivation",[],text,en
101300,61c22e482b56f66f4fde1883,1348528929842356224,@JaiveerShergill Well done 😀,[],text,en
428631,61d5a5047b77dfb5f28834f4,1464237412792471560,@zareen_khan pens a heartfelt note as the actress remembers the  martyrs who sacrificed their lives on 26/11 during #TajAttack   #zareenkhan #2611Attack #2611MumbaiTerrorAttack  https://t.co/r48OE2eMgV,['https://pbs.twimg.com/media/FFIEKYmVkAApqz2.jpg'],image,en
3628,619dc0977fe8aa8d9d8ad020,1275724815844941826,"@ZeeNewsEnglish Its a pre-planned murder. Its not a suicide. All the reports, statements and the position of the dead body shows that its a murder. CBI enquiry is very much needed on this case. Justice should be served. #maheshbhattkiller #RheaChakraborty",[],text,en
373836,61cc26b572d32ffd80e35e9c,1452698790704685067,"@Caitrionakelly4 Been to that ground before . Like other other so called big teams, have their share of scumbags . Every team has them . Embarrassing",[],text,en
383046,61cc296172d32ffd80e36563,1396167248532885508,"@SimonSoros @Glazedovernow @pritipatel These are the low life disrespectful scumbags we now have living in this country. Disgrace.. 😡 Police just stand there like fools &amp; let them shout Hatred and abuse that they would stamp on a dead soldiers grave, who served his country &amp; lost his life to evil cowards.",[],text,en
355888,61cc003a5e8638c8e9d4cf6c,1257945266637819904,Read for free on the @juggernautbooks app.  https://t.co/I583OWrySW,[],text,en
317905,61cbed0fbc0ffa329d48ab08,1246319405891371008,"@Hemkunt_Fdn is behrampur khatola, i met at least 100 people. Entire colony is withour ration cards. Its a left turn after hero honda chowk",[],text,en
428861,61d5a5787b77dfb5f28835da,1354369911124967424,@zareen_khan Such a sweetheart...  #HBDShehnaazGill #HappyBirthdayShehnaaz  https://t.co/6HLFQYtyPT,['https://pbs.twimg.com/media/EsuwQW3U0AEZ8oh.jpg'],image,en
11705,61bc44feee9da4f9491f7900,1470630216728936453,Hello @NCWIndia   One campaign for this #DomesticViolence too  #CrimeHasNoGender,[],text,en
416261,61d58d9b7b77dfb5f28804a2,1359207017483702273,@sanjukta @pradip103 Just look at your face...Tool Kit media  https://t.co/GO68qhYVfv,['https://pbs.twimg.com/media/Etzfk-gUUAAdINp.png'],image,en
439129,61d5c25d7b77dfb5f2885df6,1434930081244200961,"@IJaising As a lawyer, I see this day in and day out how courts presume that every inmate is making an excuse to come out on interim bail. This unwritten presumption has created a stressful situation. #BhimaKoregaon #Judiciary #Justice",[],text,en
35699,61c068699a58f3c7c3c5d1f4,1438851378395242500,@MI_Sarani Lol should i show you love jihad case thread? see this-  Its happening if you try to be ignorant its your choice.  Read this thread if you can -  https://t.co/jcKCskswuc,[],text,en
478153,61d5fdd57b77dfb5f288f666,1406435518242430978,"@LavanyaBallal @mepratap @mepratap , pls listen @LavanyaBallal Her suggestion I feel her concern is correct. Y can't India stop exporting beef.this was your protocal. Even modiji was said 7 yrs back when he came for election rally in B'lore. Please pressurize about pink meat. It is apl for all MLAs &amp;MPs",[],text,en
318011,61cbed25549d2a59316f4a22,1190528704604073984,Happy birthday Shah! You will always hold a very special place in my life and in my heart. Thank you for being you. Big big love and a lot of happiness and joy.. always. ✨@iamsrk  https://t.co/UN8f7Wn2Cf,['https://pbs.twimg.com/media/EIWbi89XsAATEx-.jpg'],image,en
396172,61cc2fbc0f1f3f11646d3081,1275340578646102017,"Thanks to the bold initiative of Amnesty India, some of us poets &amp; writers, got the rare chance to bring before you the words of 81-year-old poet Varavara Rao who's being held prisoner in the Bhima Koregaon case. DEMAND HIS IMMEDIATE RELEASE.  #FREEBK11 #freeallpoliticalprisoners",[],text,en
188231,61caaf99fdb46787f36f3e08,1434016404567572481,@Kishoreciyer1 Intellectual south,[],text,en
457731,61d5e2547b77dfb5f288a6a0,1378048033577783299,"@RanaAyyub Hey paid journalist if everything is to be done by PM and HM then why do we have a CM, you SC-certified fake news peddler Rana ji?   What is Uddhav Ji’s role? Or the Best CM has no role at all and he is there only to come on TV once a while?",[],text,en
112356,61c231441039517af7afeaa8,1365634003756191745,This guy @RajaramCongress heads congress seva Dal somewhere. Remember that when @INCIndia comes asking for Hindu votes!  https://t.co/IMt2xe0Vxj,['https://pbs.twimg.com/media/EvO04o6U4AUNING.jpg'],image,en
195702,61cab3ea636b40619ec60717,1232437124017704962,The helplessness in this thread is devastating. Patients died from lack of supplies and on-time medical care as the state machinery stopped even the ambulances from passing through.,[],text,en
463366,61d5ea7e7b77dfb5f288bca3,1442011690095157253,@RichaChadha Hahaha that's crazy 💃💃,[],text,en
373434,61cc269d09a66127dd0b4535,1310647613453217793,"@realDonaldTrump Trump, if a Muslim did this deed, you would say he is a terrorist, why don't you say anything about this pastor? Are you racist or afraid?  https://t.co/6qWeD942Cl",['https://pbs.twimg.com/media/EjBbDVZWsAMdjF6.jpg'],image,en
26591,61c034a8e7958c0f42f0193e,1219686462779744257,@imtaviaa you seen me ft you whore,[],text,en
325283,61cbf0340dfe2beea92cbb59,1399742158739886086,@tuluvavellalar @realkrishnan Lol he is still not an Iyer though.,[],text,en
383304,61cc297a72d32ffd80e365a7,1418269360230182914,https://t.co/XNr4iBatmG  Look at these scumbags; they embody everything that's wrong with this country.,[],text,en
317780,61cbecfb77d575c5eff49d34,1253389525537050624,@Junaid_karrar The bill was tabled in Lok Sabha last year. It must be on Lok Sabha website. Please check there.,[],text,en
390801,61cc2d94b2f0112e44058efc,1355166290525077509,@free_thinker @dineshgrao 😂 burn. you were expecting police brutality and you got nothing to fuel your propoganda.. Burnol lagalo bc,[],text,en
394322,61cc2f36b2f0112e44059211,1468252971418882048,@itsShilpiS Hope Burnol factory survives for next 15 years😂😂😂,[],text,en
491067,61d60ea47b77dfb5f28928d8,1374737147673120772,@PoojaB1972 @nidhi_sharma mam i am your big fan from Pakistan plz reply,[],text,en
374423,61cc26dc09a66127dd0b45b4,1261362416031391744,"BJP MP shares old video of Muslims offering namaz, Delhi Police say verify before posting  https://t.co/fbiyDGhOeF via @ThePrintIndia",[],text,en
202106,61cad569abc0edb4e1ad1408,1475029764721180680,"Omg. Just watched #AtrangiRe It shows that real lovestory is where people die &amp; violence moves along, where a Hindu girl &amp; guy is Miya, how #hinduphobia &amp; #lovejihad can be promoted in one movie like slow poison. #BoycottAtrangiRe #Shame #AtrangiReReview @ianuragthakur",[],text,en
107610,61c22fd655e20a8983dd61da,1364588633907486731,@BharatiyaLadki Congrats👍👍  https://t.co/uwXqhdQU6I,['https://pbs.twimg.com/tweet_video_thumb/Eu_-E_8WYAMsKko.jpg'],gif,en
16736,61bc725032abda79ec3ba886,1471729269466406914,"@Pistolpg14 @perfidiousSH He’s probably like the rest of the  federal liberal caucus, “I need to work from home for my safety”",[],text,en
449096,61d5d56f7b77dfb5f28884e5,1344917632475021313,@SethShruti Wish you a speedy recovery. Take care. Wishing you a wonderful Happy New Year.,[],text,en
348203,61cbfbff34ebea570c1110c6,1279956218312888321,"Looking at flowers and plants in the sunshine.  Blowing a flying kiss at a distant lone aeroplane when I first saw one after weeks.  Going over my happy Facebook memories, often, and especially the pictures.  https://t.co/whlelfwaiS","['https://pbs.twimg.com/media/EcNRYZ-XgAAny0b.jpg', 'https://pbs.twimg.com/media/EcNRYc7XQAAzV0W.jpg', 'https://pbs.twimg.com/media/EcNRYl0XgAI5Bha.jpg', 'https://pbs.twimg.com/media/EcNRYmtWAAAs2D9.jpg']",image,en
467822,61d5f0057b77dfb5f288ce0b,1449079074651996166,"@_sabanaqvi  Sorry Kolkata could not win. Two hindus killed in Noakhali, Bangladesh.  Jatan Saha and Nemai Krishna Das, monk of ISKON. Total deaths in Bangladesh now more than  10",[],text,en
336001,61cbf39f0dfe2beea92cc069,1386722904050573312,insert_anything_in_the_name_of_sanatan.jpg,[],text,en
463964,61d5ebf87b77dfb5f288bef9,1348665493368967174,@madhukishwar Recently this Idea came many times on twitter. This needs to be told in the court. It must be published in news papers.,[],text,en
362476,61cc04e69902452b72e0a7d8,1348492021997031426,@AndColorPockeT What level cricket have you played that you are giving gyaan to cricketers?  : Aadarsh Cricketard.,[],text,en
489109,61d60bed7b77dfb5f2892132,1369559329246830597,"@meenakandasamy As far as Tamil Nadu is concerned, Hinduism and Christianity are both caste-mixed.",[],text,en
470657,61d5f36e7b77dfb5f288d91e,1447262347173629959,"@rohini_sgh Yogi said 2 days ago that no arrest will be made without evidence (as if all arrests are made with evidence so far, Ok, that's a different matter). Arrest has been made, which means there's evidence. Which means his dad who's in a position to influence the outcome must go too.",[],text,en
185925,61caae359eee166c247584ca,1460847360179728386,@SarabRSingh Yes because the lawyer named Indira Jaisingh highlighted his sexual orientation rather than his knowledge of law. How dumb are you?,[],text,en
24833,61c033b8301de3f6a4c397be,1471723557096939522,"Gentle reminder that there is no such thing as a free market unless it is free  of jews, niggers, faggots, etc.—libertarians seem to forget this for some reason….",[],text,en
439504,61d5c3127b77dfb5f2885f6d,1475397080986226688,@IJaising That's the nicest thing I've read on Twitter all day! Thank you.,[],text,en
331405,61cbf21316418412f84e7fa1,1218889461871730689,"A must visit--PADMANABHAM, one of the nicest, most relaxing &amp;satvik restaurants just opened in Delhi at Danpaty Connaught Place. Great food of diverse regions of India at reasonable prices  https://t.co/ZBNx1WjPC5",['https://pbs.twimg.com/media/EOpdfNhUEAAwfeT.jpg'],image,en
411079,61cc476554c87a43c8ec332c,1429659625633193984,"@fa4change donated 75kgs rice bags and groceries (total worth 10,091rs) to financially poor Mrs.Punnam Sunitha family at Kukatpally, Hyderabad on 22nd Aug,2021. Attached is the photograph of Mrs.Punnam Sunitha daughter with the groceries.  https://t.co/NDlDxhXTjS",['https://pbs.twimg.com/media/E9cr2YuUYAEQiTz.jpg'],image,en
459834,61d5e55a7b77dfb5f288aed7,1380470196914122758,@cynstepin And so there is. Thanks!,[],text,en
123034,61c2342e9249cc93bbd5712f,1383790212074000385,@pbhushan1 If anyone now see this guy with mask now pls give him one tight sl*p n tell him to remove it n roam n personally see what are pros n cons of not wearing mask.. 😅,[],text,en
379454,61cc2859347401f9a114f61f,1476019295876493319,@DaleG3476 Pancakes?  https://t.co/3ArQGShPE1,['https://pbs.twimg.com/tweet_video_thumb/FHvfuTmXIAU8Fye.jpg'],gif,en
343371,61cbf957559a4dfe31d8354e,1262372138176188417,@pepper_smoker @Ziyeah94 My lines made my stance on violence very clear. But people like you encourage violence against women and talk about it casually only because you have an issue with one opinion of mine,[],text,en
430088,61d5a96d7b77dfb5f2883aa5,1376594055514185730,"@MamataOfficial ,Didi,you are looking tired and unwell, please look after yourself. It's sad that such a big election and you are carrying it on your shoulders,alone...may God give you all the strength you need🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",[],text,en
396292,61cc2fc6b2f0112e4405936c,1457413632703270915,"@harbhajan_singh  apki jal rhi hai, to burnol use Karyn, or agr usse bhi thk na ho to rescue ko Khabar Karyn, milte Hain final main, matlb dekhna na bhoolna star sports p hamara final, with your players 😂😂😂 #PakistanTeam  #PAKvSCO",[],text,en
338375,61cbf6c39265885bc35f1128,1387560937385721856,"I’m disturbed to see Amanda Stoker pressuring the independent Human Rights Commission to step back from vital anti-racist work. Without dismantling racism at the systemic and institutional level, we don’t have a hope of eradicating it in our community.   https://t.co/6wGaNUZqaL",[],text,en
85937,61c1e312837af577b2930a84,1353023365498494977,"@rakusinha @rvaidya2000 @Chandankrishn13 @nistula Sickular logic : 1. Sectarian/Communal/Seditionary/Separatist cries are symbol of resistance, despite NO Govt action on them.  2. Holy phrases cannot be used, despite severe action from a Govt on those who uttered it as a symbol of resistance.   https://t.co/IJPvp8sdHE",[],text,en
321626,61cbeeef2be4b54bb8306582,1356174655715831810,@Being_Gobar She is not in India I guess otherwise how can she tweet,[],text,en
17068,61bc72b0065cab311e825083,1257426372361949188,"You show a sister love on Twitter by liking her picture, she takes a screenshot ati ""why are you stalking"" @DuwaLilia #WomenAreTrash",[],text,en
376692,61cc276e09a66127dd0b46ff,1308473194773450754,Amjad Ayub Mirza - Missing persons in China's Xinjiang province which is East Turkistan occupied by China  https://t.co/u9mti6xGPv  #kashmir #skardu #mirpur #anantnag #poonch #kulgam #pulwama #kupwara #Ladakh #BJP #bandipora #Baramulla #ganderbal #budgam #shopian #doda #reasi #kat,[],text,en
339916,61cbf7b39fc42cfb30e7a3e7,1286910688103821312,"“Our parliamentary system has created legislators largely unqualified to legislate,produced govts dependent on a fickle majority,spawned parties that are shifting alliances of selfish individual interests” writes @ShashiTharoor. Good debate  https://t.co/ioGcDnVKO1",[],text,en
346722,61cbfb4668b8e44d2c3a493c,1248502283563757568,@bhupenderunmute @Manekagandhibjp Thank you.,[],text,en
492714,61d611ca7b77dfb5f2892f47,1353749133991972864,"@sagarikaghose @rashtrapatibhvn Have seen shameless people before,but haven't seen someone like @sagarikaghose before.Who the hell is she to determine the authencity of Netaji's very own image?Does she expect artist Paresh Maity to consult her before painting Netaji's image?Isn't that shamelessly outeageous?  https://t.co/Go4FJZk163",['https://pbs.twimg.com/media/Esk-sL5W4AAJPvW.jpg'],image,en
442612,61d5cbd17b77dfb5f2886b91,1450870709828288517,@bainjal This man knows nothing about running the country efficiently .. has to go....,[],text,en
111918,61c2312b0c7c664fcf0d5455,1345652393883574273,@gauaggbjp Thank u,[],text,en
113666,61c231871039517af7afeb0b,1364848462949310464,"Popcorn time! NRI @SaketGokhale calling out desi @SaketGokhale :) BTW, @SaketGokhale when are you going to Sue @_amitbehere for calling you a fraud?",[],text,en
121195,61c23364f3e0f96f448e58f1,1351358333496692736,"Pakistani Agent Zoya in Tiger Zinda Hai says ""We (Pakistan) stand for peace""  That was when Ali Abbas Zafar @aliabbaszafar lost all credibility as a filmmaker 😀.  Tandav is just an extension to his mediocre work.",[],text,en
12545,61bc5fea09fe5528cc508931,1231474924935618560,"Men are becoming victims of #GenderBiasedLaws. Few people with malicious intention are targeting innocent men to grab money and to harrass the men &amp; their family members. Men should start reading #498A, #DVC &amp; #MC acts to protect themselves. @SIFHyderabad",[],text,en
390993,61cc2dd3ba0f5199e4b2d2a1,1226007411271458816,"Especially post marriage, most cases a woman is expected to dial down her successes and not ‘hurt a man’s ego’ even if the man himself is quite fine. ‘Society’ will have to remind her to keep the marriage working and basically stop working also. Marriage &gt; career. Husband &gt; work",[],text,en
316138,61cbec36bc0ffa329d48a885,1286330308845961216,@Joydas @Biorahul Ok will do thank you,[],text,en
195467,61cab3d9edf38430b71cd8dc,1281632658162765824,Coronavirus Airborne | Airborne transmission of COVID-19: WHO issues new guidelines; here’s how you can stay safe from coronavirus | Health Tips and  News   https://t.co/aAdGPqNRBS,[],text,en
383710,61cc29a1e2916442f00597db,1388166019798216710,Either you have a bit humanity left in you or you are from Pissfull community   disgrace to the humanity they are #RIPRohitSardana,[],text,en
382750,61cc294a72d32ffd80e36505,1412839951562162178,The point of this stinginess is to enrich and aggrandize powerful studio bosses. It’s to turn scumbags like Harvey Weinstein into ever more grotesque predators.,[],text,en
438658,61d5c1d57b77dfb5f2885c1f,1369696694019887104,@IJaising Absolutely! Live streaming will be the best solution to this convenient excuse of misreporting!,[],text,en
81244,61c1e14578e60889d95c6d26,1446543361549033472,@golokoxiana Still got you home safe bitch 😭,[],text,en
106776,61c22f970c7c664fcf0d51bd,1439937248938512386,Your phone number's last 2 digits = king kohli's run for todat match!   #RCBvKKR,[],text,en
349690,61cbfc72fa21987b44f302ec,1233373618589052930,@CleoPetrache This! This is exactly what I am going through. I can understand they have expectations but it's way too much stress to take in :(,[],text,en
322318,61cbef3446b7143db343a5e5,1168562065998401536,In conversation with Harish Salve  https://t.co/UxwLTho5TA  Exclusive to @TheLeaflet_in @LiveLawIndia @barandbench @rsprasad @BloombergQuint @BLaw,[],text,en
489612,61d60c7d7b77dfb5f2892329,1348941246048346112,"@meenakandasamy For the 1st time in my life, I felt good that I knew Hindi!",[],text,en
409600,61cc3563194a206b35343c9f,1401193140556603394,"If you will do good work, so how much good you will do? Will you do more than @SonuSood? No Na. So many people are calling him also Fake! Everyday so many people ask me to speak against him. But I know that he is honest and doing brilliant work for society!",[],text,en
445690,61d5d04d7b77dfb5f2887797,1351959001710227456,@ReallySwara What is the point of mentioning that you are a Hindu? Do you mean that if Hindus are not offended then people from other religions can not get offended? Didn't you feel offended when Charlie Hebdo happened?,[],text,en
41996,61c06cb7b4c50132b8ef19a5,1353374086085242896,"@Ateendriyo It happens with cats too! My neighbour has indian breed dog (कुत्ती). Oh man, what a loyal she is still! Even if all of family is outstation, she would ""rarely"" leave compound except for meals that I &amp; few others provide at such times! If taken care of, indian dogs are excellent.",[],text,en
422914,61d59a217b77dfb5f2881e9f,1400430139456905216,@SafooraZargar @_imaams Yes release all innocent activist political prisoners,[],text,en
485981,61d6071a7b77dfb5f28914fa,1430858676550524928,@Nidhi Since May 2014 right?,[],text,en
